TIPOTRANSACCION,TRANSACCIONID,FECHA,FECHACONTABLE,CATEGORIA,NUMERODOCUMENTO,DOCUMENTO,ESTABLECIMIENTO,ZONA,LOTE,ACTIVIDAD,CTG,LABORPRODUCTO,LABORPRODUCTOID,LOTEACTIVIDADID,IMPLEMENTO,PARTIDA,SUPERFICIE,SUPERFICIEASIGNADA,CANTIDAD,UNIDAD,CANTIDADSECUNDARIA,UNIDADSECUNDARIA,IMPORTE,DESCRIPCION,CANTIDADHA,DEPOSITO,PRECIO,TIPOLABOR,PLANAGRICOLAITEMDESC,INDICADOR,TIPO,ESTADO,PRODUCTOTIPO,CLASEVO,CAMPANIA,AMBIENTE,ANOMES,COORDENADAS,PORCENTAJEHUMEDAD,LABORUTADA,MONEDAPRODUCTO,MONEDATRANSACCION,CANTIDADHUMEDA,CANTIDADSECA,SUPERFICIECOSECHADA,SUPERFICIESEMBRADA,RINDESECOSEMBRADO,RINDESECOCOSECHADO,IMPORTEHA,EMPRESA,ESTADIO,VARIEDAD,LUGARID,ACTIVIDADID,CAMPANAID,BANDATOXICOLOGICA,PRODUCTOFAMILIAID,PRODUCTORUBROID,CENTROCOSTO,RINDECANTHALOTE,RINDECANTHAESTABLECIMIENTO,IMPORTEHARINDELOTE,IMPORTEHARINDEESTABLECIMIENTO,MARCA,PRINCIPIOACTIVO,SUBFAMILIA,FAMILIA,RUBRO
Compra,175482,2023-07-25,2023-07-25,Cosecha,,"COS-TRAS - 3211","Taco Yaco","Vuelta del Monte","Lote 8","Maiz 1°",10111051739,"Grano Maíz",491,2228,,"CAMPAÑA 22/23",NULL,68.5,28800,Kilos,0,NULL,0,"Generado por TRAS-COS - 3183 - ",0,"BLOQUE TACO YACO",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",NULL,2023-07,,NULL,NULL,PESOS,PESOS,28800,28800,69,68.5,420.438,417.391,0,"HYH Outfitters S.A.",NULL,NULL,67,42,23,NULL,16,9,"Taco Yaco-Maiz 1°-CAMPAÑA 22/23",420.438,18.8051,0,0,,,,CEREALES,Granos
Compra,176037,2023-07-27,2023-07-27,Cosecha,,"COS-TRAS - 3236","Taco Yaco","Vuelta del Monte","Lote 8","Maiz 1°",10111094460,"Grano Maíz",491,2228,,"CAMPAÑA 22/23",NULL,68.5,28840,Kilos,0,NULL,0,"Generado por TRAS-COS - 3197 - ",0,"BLOQUE TACO YACO",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",NULL,2023-07,,NULL,NULL,PESOS,PESOS,28840,28840,69,68.5,421.022,417.971,0,"HYH Outfitters S.A.",NULL,NULL,67,42,23,NULL,16,9,"Taco Yaco-Maiz 1°-CAMPAÑA 22/23",421.0219,18.8312,0,0,,,,CEREALES,Granos
Compra,174310,2023-07-20,2023-07-20,Cosecha,0892,"COS-PAS - 912","Campo Chico","General Capdevila","Lote 1","Maiz 2°",NULL,"Grano Maíz",491,2338,,"CAMPAÑA 22/23",93.5,93.5,41860,Kilos,0,NULL,0,,447.701,CCH-005,0,Propia,,Ha.,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Trigo,2023-07,,NULL,"Cosecha Gruesa",PESOS,PESOS,41860,41860,93.5,93.5,447.701,447.701,0,"HYH Outfitters S.A.",NULL,NULL,43,40,23,NULL,16,9,"Campo Chico-Maiz 2°-CAMPAÑA 22/23",447.7005,64.2025,0,0,,,,CEREALES,Granos
Compra,174807,2023-07-22,2023-07-22,Cosecha,0901,"COS-PAS - 921","Campo Chico","General Capdevila","Lote 2","Maiz 2°",NULL,"Grano Maíz",491,2339,,"CAMPAÑA 22/23",84,84,80360,Kilos,0,NULL,0,,956.667,CCH-008,0,Propia,,Ha.,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Trigo,2023-07,,NULL,"Cosecha Gruesa",PESOS,PESOS,80360,80360,84,84,956.667,956.667,0,"HYH Outfitters S.A.",NULL,NULL,43,40,23,NULL,16,9,"Campo Chico-Maiz 2°-CAMPAÑA 22/23",956.6667,123.2515,0,0,,,,CEREALES,Granos
Compra,174808,2023-07-22,2023-07-22,Cosecha,0902,"COS-PAS - 922","Campo Chico","General Capdevila","Lote 2","Maiz 2°",NULL,"Grano Maíz",491,2339,,"CAMPAÑA 22/23",84,84,85360,Kilos,0,NULL,0,,1016.19,CCH-009,0,Propia,,Ha.,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Trigo,2023-07,,NULL,"Cosecha Gruesa",PESOS,PESOS,85360,85360,84,84,1016.19,1016.19,0,"HYH Outfitters S.A.",NULL,NULL,43,40,23,NULL,16,9,"Campo Chico-Maiz 2°-CAMPAÑA 22/23",1016.1905,130.9202,0,0,,,,CEREALES,Granos
Compra,174809,2023-07-22,2023-07-22,Cosecha,0903,"COS-PAS - 923","Campo Chico","General Capdevila","Lote 2","Maiz 2°",NULL,"Grano Maíz",491,2339,,"CAMPAÑA 22/23",84,84,78950,Kilos,0,NULL,0,,939.881,CCH-010,0,Propia,,Ha.,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Trigo,2023-07,,NULL,"Cosecha Gruesa",PESOS,PESOS,78950,78950,84,84,939.881,939.881,0,"HYH Outfitters S.A.",NULL,NULL,43,40,23,NULL,16,9,"Campo Chico-Maiz 2°-CAMPAÑA 22/23",939.881,121.089,0,0,,,,CEREALES,Granos
Compra,174810,2023-07-22,2023-07-22,Cosecha,0904,"COS-PAS - 924","Campo Chico","General Capdevila","Lote 2","Maiz 2°",NULL,"Grano Maíz",491,2339,,"CAMPAÑA 22/23",84,84,144630,Kilos,0,NULL,0,,1721.79,CCH-011,0,Propia,,Ha.,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Trigo,2023-07,,NULL,"Cosecha Gruesa",PESOS,PESOS,144630,144630,84,84,1721.79,1721.79,0,"HYH Outfitters S.A.",NULL,NULL,43,40,23,NULL,16,9,"Campo Chico-Maiz 2°-CAMPAÑA 22/23",1721.7857,221.8252,0,0,,,,CEREALES,Granos
Compra,174811,2023-07-22,2023-07-22,Cosecha,0905,"COS-PAS - 925","Campo Chico","General Capdevila","Lote 2","Maiz 2°",NULL,"Grano Maíz",491,2339,,"CAMPAÑA 22/23",84,84,83170,Kilos,0,NULL,0,,990.119,CCH-012,0,Propia,,Ha.,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Trigo,2023-07,,NULL,"Cosecha Gruesa",PESOS,PESOS,83170,83170,84,84,990.119,990.119,0,"HYH Outfitters S.A.",NULL,NULL,43,40,23,NULL,16,9,"Campo Chico-Maiz 2°-CAMPAÑA 22/23",990.119,127.5613,0,0,,,,CEREALES,Granos
Compra,174812,2023-07-22,2023-07-22,Cosecha,0906,"COS-PAS - 926","Campo Chico","General Capdevila","Lote 2","Maiz 2°",NULL,"Grano Maíz",491,2339,,"CAMPAÑA 22/23",84,84,82900,Kilos,0,NULL,0,,986.905,CCH-013,0,Propia,,Ha.,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Trigo,2023-07,,NULL,"Cosecha Gruesa",PESOS,PESOS,82900,82900,84,84,986.905,986.905,0,"HYH Outfitters S.A.",NULL,NULL,43,40,23,NULL,16,9,"Campo Chico-Maiz 2°-CAMPAÑA 22/23",986.9048,127.1472,0,0,,,,CEREALES,Granos
Compra,174813,2023-07-22,2023-07-22,Cosecha,0907,"COS-PAS - 927","Campo Chico","General Capdevila","Lote 2","Maiz 2°",NULL,"Grano Maíz",491,2339,,"CAMPAÑA 22/23",84,84,39930,Kilos,0,NULL,0,,475.357,CCH-014,0,Propia,,Ha.,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Trigo,2023-07,,NULL,"Cosecha Gruesa",PESOS,PESOS,39930,39930,84,84,475.357,475.357,0,"HYH Outfitters S.A.",NULL,NULL,43,40,23,NULL,16,9,"Campo Chico-Maiz 2°-CAMPAÑA 22/23",475.3571,61.2423,0,0,,,,CEREALES,Granos
Compra,174280,2023-07-20,2023-07-20,Cosecha,0888,"COS-PAS - 908","Campo Chico","General Capdevila","Lote 3","Maiz 2°",NULL,"Grano Maíz",491,2340,,"CAMPAÑA 22/23",76,76,225880,Kilos,0,NULL,0,,2972.11,CCH-001,0,Propia,,Ha.,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Trigo,2023-07,,NULL,"Cosecha Gruesa",PESOS,PESOS,225880,225880,76,76,2972.11,2972.11,0,"HYH Outfitters S.A.",NULL,NULL,43,40,23,NULL,16,9,"Campo Chico-Maiz 2°-CAMPAÑA 22/23",2972.1053,346.4417,0,0,,,,CEREALES,Granos
Compra,174281,2023-07-20,2023-07-20,Cosecha,0889,"COS-PAS - 909","Campo Chico","General Capdevila","Lote 3","Maiz 2°",NULL,"Grano Maíz",491,2340,,"CAMPAÑA 22/23",76,76,234980,Kilos,0,NULL,0,,3091.84,CCH-002,0,Propia,,Ha.,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Trigo,2023-07,,NULL,"Cosecha Gruesa",PESOS,PESOS,234980,234980,76,76,3091.84,3091.84,0,"HYH Outfitters S.A.",NULL,NULL,43,40,23,NULL,16,9,"Campo Chico-Maiz 2°-CAMPAÑA 22/23",3091.8421,360.3988,0,0,,,,CEREALES,Granos
Compra,174283,2023-07-20,2023-07-20,Cosecha,0890,"COS-PAS - 910","Campo Chico","General Capdevila","Lote 3","Maiz 2°",NULL,"Grano Maíz",491,2340,,"CAMPAÑA 22/23",76,76,90430,Kilos,0,NULL,0,,1189.87,CCH-003,0,Propia,,Ha.,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Trigo,2023-07,,NULL,"Cosecha Gruesa",PESOS,PESOS,90430,90430,76,76,1189.87,1189.87,0,"HYH Outfitters S.A.",NULL,NULL,43,40,23,NULL,16,9,"Campo Chico-Maiz 2°-CAMPAÑA 22/23",1189.8684,138.6963,0,0,,,,CEREALES,Granos
Compra,174283,2023-07-20,2023-07-20,Cosecha,0890,"COS-PAS - 910","Campo Chico","General Capdevila","Lote 4","Maiz 2°",NULL,"Grano Maíz",491,2341,,"CAMPAÑA 22/23",76,76,150740,Kilos,0,NULL,0,,1983.42,CCH-003,0,Propia,,Ha.,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Trigo,2023-07,,NULL,"Cosecha Gruesa",PESOS,PESOS,150740,150740,76,76,1983.42,1983.42,0,"HYH Outfitters S.A.",NULL,NULL,43,40,23,NULL,16,9,"Campo Chico-Maiz 2°-CAMPAÑA 22/23",1983.4211,231.1963,0,0,,,,CEREALES,Granos
Compra,174309,2023-07-20,2023-07-20,Cosecha,0891,"COS-PAS - 911","Campo Chico","General Capdevila","Lote 4","Maiz 2°",NULL,"Grano Maíz",491,2341,,"CAMPAÑA 22/23",76,76,230000,Kilos,0,NULL,0,,3026.32,CCH-004,0,Propia,,Ha.,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Trigo,2023-07,,NULL,"Cosecha Gruesa",PESOS,PESOS,230000,230000,76,76,3026.32,3026.32,0,"HYH Outfitters S.A.",NULL,NULL,43,40,23,NULL,16,9,"Campo Chico-Maiz 2°-CAMPAÑA 22/23",3026.3158,352.7607,0,0,,,,CEREALES,Granos
Compra,174310,2023-07-20,2023-07-20,Cosecha,0892,"COS-PAS - 912","Campo Chico","General Capdevila","Lote 4","Maiz 2°",NULL,"Grano Maíz",491,2341,,"CAMPAÑA 22/23",76,76,197240,Kilos,0,NULL,0,,2595.26,CCH-005,0,Propia,,Ha.,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Trigo,2023-07,,NULL,"Cosecha Gruesa",PESOS,PESOS,197240,197240,76,76,2595.26,2595.26,0,"HYH Outfitters S.A.",NULL,NULL,43,40,23,NULL,16,9,"Campo Chico-Maiz 2°-CAMPAÑA 22/23",2595.2632,302.5153,0,0,,,,CEREALES,Granos
Compra,174809,2023-07-22,2023-07-22,Cosecha,0903,"COS-PAS - 923","Campo Chico","General Capdevila","Lote 5","Maiz 2°",NULL,"Grano Maíz",491,2342,,"CAMPAÑA 22/23",73.5,73.5,173640,Kilos,0,NULL,0,,2362.45,CCH-010,0,Propia,,Ha.,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Trigo,2023-07,,NULL,"Cosecha Gruesa",PESOS,PESOS,173640,173640,73.5,73.5,2362.45,2362.45,0,"HYH Outfitters S.A.",NULL,NULL,43,40,23,NULL,16,9,"Campo Chico-Maiz 2°-CAMPAÑA 22/23",2362.449,266.319,0,0,,,,CEREALES,Granos
Compra,174807,2023-07-22,2023-07-22,Cosecha,0901,"COS-PAS - 921","Campo Chico","General Capdevila","Lote 5","Maiz 2°",NULL,"Grano Maíz",491,2342,,"CAMPAÑA 22/23",73.5,73.5,154400,Kilos,0,NULL,0,,2100.68,CCH-008,0,Propia,,Ha.,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Trigo,2023-07,,NULL,"Cosecha Gruesa",PESOS,PESOS,154400,154400,73.5,73.5,2100.68,2100.68,0,"HYH Outfitters S.A.",NULL,NULL,43,40,23,NULL,16,9,"Campo Chico-Maiz 2°-CAMPAÑA 22/23",2100.6803,236.8098,0,0,,,,CEREALES,Granos
Compra,174808,2023-07-22,2023-07-22,Cosecha,0902,"COS-PAS - 922","Campo Chico","General Capdevila","Lote 5","Maiz 2°",NULL,"Grano Maíz",491,2342,,"CAMPAÑA 22/23",73.5,73.5,159620,Kilos,0,NULL,0,,2171.7,CCH-009,0,Propia,,Ha.,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Trigo,2023-07,,NULL,"Cosecha Gruesa",PESOS,PESOS,159620,159620,73.5,73.5,2171.7,2171.7,0,"HYH Outfitters S.A.",NULL,NULL,43,40,23,NULL,16,9,"Campo Chico-Maiz 2°-CAMPAÑA 22/23",2171.7007,244.816,0,0,,,,CEREALES,Granos
Compra,174467,2023-07-20,2023-07-20,Cosecha,,"COS-TRAS - 3164","Campo Chico","General Capdevila","Lote 5","Maiz 2°",10110975095,"Grano Maíz",491,2342,,"CAMPAÑA 22/23",NULL,73.5,31000,Kilos,0,NULL,0,"Generado por TRAS-COS - 3138 - ",0,"BLOQUE SANTA TERESA",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Trigo,2023-07,,NULL,NULL,PESOS,PESOS,31000,31000,73.5,73.5,421.769,421.769,0,"HYH Outfitters S.A.",NULL,NULL,43,40,23,NULL,16,9,"Campo Chico-Maiz 2°-CAMPAÑA 22/23",421.7687,47.546,0,0,,,,CEREALES,Granos
Compra,174469,2023-07-20,2023-07-20,Cosecha,,"COS-TRAS - 3165","Campo Chico","General Capdevila","Lote 5","Maiz 2°",10110975406,"Grano Maíz",491,2342,,"CAMPAÑA 22/23",NULL,73.5,36700,Kilos,0,NULL,0,"Generado por TRAS-COS - 3139 - ",0,"BLOQUE SANTA TERESA",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Trigo,2023-07,,NULL,NULL,PESOS,PESOS,36700,36700,73.5,73.5,499.32,499.32,0,"HYH Outfitters S.A.",NULL,NULL,43,40,23,NULL,16,9,"Campo Chico-Maiz 2°-CAMPAÑA 22/23",499.3197,56.2883,0,0,,,,CEREALES,Granos
Compra,174810,2023-07-22,2023-07-22,Cosecha,0904,"COS-PAS - 924","Campo Chico","General Capdevila","Lote 6","Maiz 2°",NULL,"Grano Maíz",491,2343,,"CAMPAÑA 22/23",85.5,85.5,99500,Kilos,0,NULL,0,,1163.74,CCH-011,0,Propia,,Ha.,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Trigo,2023-07,,NULL,"Cosecha Gruesa",PESOS,PESOS,99500,99500,85.5,85.5,1163.74,1163.74,0,"HYH Outfitters S.A.",NULL,NULL,43,40,23,NULL,16,9,"Campo Chico-Maiz 2°-CAMPAÑA 22/23",1163.7427,152.6074,0,0,,,,CEREALES,Granos
Compra,174811,2023-07-22,2023-07-22,Cosecha,0905,"COS-PAS - 925","Campo Chico","General Capdevila","Lote 6","Maiz 2°",NULL,"Grano Maíz",491,2343,,"CAMPAÑA 22/23",85.5,85.5,67140,Kilos,0,NULL,0,,785.263,CCH-012,0,Propia,,Ha.,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Trigo,2023-07,,NULL,"Cosecha Gruesa",PESOS,PESOS,67140,67140,85.5,85.5,785.263,785.263,0,"HYH Outfitters S.A.",NULL,NULL,43,40,23,NULL,16,9,"Campo Chico-Maiz 2°-CAMPAÑA 22/23",785.2632,102.9755,0,0,,,,CEREALES,Granos
Compra,174812,2023-07-22,2023-07-22,Cosecha,0906,"COS-PAS - 926","Campo Chico","General Capdevila","Lote 6","Maiz 2°",NULL,"Grano Maíz",491,2343,,"CAMPAÑA 22/23",85.5,85.5,107520,Kilos,0,NULL,0,,1257.54,CCH-013,0,Propia,,Ha.,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Trigo,2023-07,,NULL,"Cosecha Gruesa",PESOS,PESOS,107520,107520,85.5,85.5,1257.54,1257.54,0,"HYH Outfitters S.A.",NULL,NULL,43,40,23,NULL,16,9,"Campo Chico-Maiz 2°-CAMPAÑA 22/23",1257.5439,164.908,0,0,,,,CEREALES,Granos
Compra,174813,2023-07-22,2023-07-22,Cosecha,0907,"COS-PAS - 927","Campo Chico","General Capdevila","Lote 6","Maiz 2°",NULL,"Grano Maíz",491,2343,,"CAMPAÑA 22/23",85.5,85.5,138420,Kilos,0,NULL,0,,1618.95,CCH-014,0,Propia,,Ha.,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Trigo,2023-07,,NULL,"Cosecha Gruesa",PESOS,PESOS,138420,138420,85.5,85.5,1618.95,1618.95,0,"HYH Outfitters S.A.",NULL,NULL,43,40,23,NULL,16,9,"Campo Chico-Maiz 2°-CAMPAÑA 22/23",1618.9474,212.3006,0,0,,,,CEREALES,Granos
Compra,174814,2023-07-22,2023-07-22,Cosecha,0908,"COS-PAS - 928","Campo Chico","General Capdevila","Lote 6","Maiz 2°",NULL,"Grano Maíz",491,2343,,"CAMPAÑA 22/23",85.5,85.5,95350,Kilos,0,NULL,0,,1115.2,CCH-015,0,Propia,,Ha.,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Trigo,2023-07,,NULL,"Cosecha Gruesa",PESOS,PESOS,95350,95350,85.5,85.5,1115.2,1115.2,0,"HYH Outfitters S.A.",NULL,NULL,43,40,23,NULL,16,9,"Campo Chico-Maiz 2°-CAMPAÑA 22/23",1115.2047,146.2423,0,0,,,,CEREALES,Granos
Compra,174813,2023-07-22,2023-07-22,Cosecha,0907,"COS-PAS - 927","Campo Chico","General Capdevila","Lote 7","Maiz 2°",NULL,"Grano Maíz",491,2344,,"CAMPAÑA 22/23",83.5,83.5,65400,Kilos,0,NULL,0,,783.234,CCH-014,0,Propia,,Ha.,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Trigo,2023-07,,NULL,"Cosecha Gruesa",PESOS,PESOS,65400,65400,83.5,83.5,783.234,783.234,0,"HYH Outfitters S.A.",NULL,NULL,43,40,23,NULL,16,9,"Campo Chico-Maiz 2°-CAMPAÑA 22/23",783.2335,100.3067,0,0,,,,CEREALES,Granos
Compra,174812,2023-07-22,2023-07-22,Cosecha,0906,"COS-PAS - 926","Campo Chico","General Capdevila","Lote 7","Maiz 2°",NULL,"Grano Maíz",491,2344,,"CAMPAÑA 22/23",83.5,83.5,59600,Kilos,0,NULL,0,,713.772,CCH-013,0,Propia,,Ha.,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Trigo,2023-07,,NULL,"Cosecha Gruesa",PESOS,PESOS,59600,59600,83.5,83.5,713.773,713.773,0,"HYH Outfitters S.A.",NULL,NULL,43,40,23,NULL,16,9,"Campo Chico-Maiz 2°-CAMPAÑA 22/23",713.7725,91.411,0,0,,,,CEREALES,Granos
Compra,174811,2023-07-22,2023-07-22,Cosecha,0905,"COS-PAS - 925","Campo Chico","General Capdevila","Lote 7","Maiz 2°",NULL,"Grano Maíz",491,2344,,"CAMPAÑA 22/23",83.5,83.5,35280,Kilos,0,NULL,0,,422.515,CCH-012,0,Propia,,Ha.,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Trigo,2023-07,,NULL,"Cosecha Gruesa",PESOS,PESOS,35280,35280,83.5,83.5,422.515,422.515,0,"HYH Outfitters S.A.",NULL,NULL,43,40,23,NULL,16,9,"Campo Chico-Maiz 2°-CAMPAÑA 22/23",422.515,54.1104,0,0,,,,CEREALES,Granos
Compra,174810,2023-07-22,2023-07-22,Cosecha,0904,"COS-PAS - 924","Campo Chico","General Capdevila","Lote 7","Maiz 2°",NULL,"Grano Maíz",491,2344,,"CAMPAÑA 22/23",83.5,83.5,10850,Kilos,0,NULL,0,,129.94,CCH-011,0,Propia,,Ha.,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Trigo,2023-07,,NULL,"Cosecha Gruesa",PESOS,PESOS,10850,10850,83.5,83.5,129.94,129.94,0,"HYH Outfitters S.A.",NULL,NULL,43,40,23,NULL,16,9,"Campo Chico-Maiz 2°-CAMPAÑA 22/23",129.9401,16.6411,0,0,,,,CEREALES,Granos
Compra,176342,2023-07-27,2023-07-27,Cosecha,0931,"COS-PAS - 951","Campo Chico","General Capdevila","Lote 7","Maiz 2°",NULL,"Grano Maíz",491,2344,,"CAMPAÑA 22/23",83.5,83.5,184920,Kilos,0,NULL,0,,2214.61,CCH-018,0,Propia,,Ha.,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Trigo,2023-07,,NULL,"Cosecha Gruesa",PESOS,PESOS,184920,184920,83.5,83.5,2214.61,2214.61,0,"HYH Outfitters S.A.",NULL,NULL,43,40,23,NULL,16,9,"Campo Chico-Maiz 2°-CAMPAÑA 22/23",2214.6108,283.6196,0,0,,,,CEREALES,Granos
Compra,174814,2023-07-22,2023-07-22,Cosecha,0908,"COS-PAS - 928","Campo Chico","General Capdevila","Lote 7","Maiz 2°",NULL,"Grano Maíz",491,2344,,"CAMPAÑA 22/23",83.5,83.5,51000,Kilos,0,NULL,0,,610.778,CCH-015,0,Propia,,Ha.,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Trigo,2023-07,,NULL,"Cosecha Gruesa",PESOS,PESOS,51000,51000,83.5,83.5,610.778,610.778,0,"HYH Outfitters S.A.",NULL,NULL,43,40,23,NULL,16,9,"Campo Chico-Maiz 2°-CAMPAÑA 22/23",610.7784,78.2209,0,0,,,,CEREALES,Granos
Compra,176339,2023-07-27,2023-07-27,Cosecha,0930,"COS-PAS - 950","Campo Chico","General Capdevila","Lote 7","Maiz 2°",NULL,"Grano Maíz",491,2344,,"CAMPAÑA 22/23",83.5,83.5,191680,Kilos,0,NULL,0,,2295.57,CCH-017,0,Propia,,Ha.,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Trigo,2023-07,,NULL,"Cosecha Gruesa",PESOS,PESOS,191680,191680,83.5,83.5,2295.57,2295.57,0,"HYH Outfitters S.A.",NULL,NULL,43,40,23,NULL,16,9,"Campo Chico-Maiz 2°-CAMPAÑA 22/23",2295.5689,293.9877,0,0,,,,CEREALES,Granos
Compra,176342,2023-07-27,2023-07-27,Cosecha,0931,"COS-PAS - 951","Campo Chico","General Capdevila","Lote 8","Maiz 2°",NULL,"Grano Maíz",491,2345,,"CAMPAÑA 22/23",80,80,36200,Kilos,0,NULL,0,,452.5,CCH-018,0,Propia,,Ha.,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Trigo,2023-07,,NULL,"Cosecha Gruesa",PESOS,PESOS,36200,36200,80,80,452.5,452.5,0,"HYH Outfitters S.A.",NULL,NULL,43,40,23,NULL,16,9,"Campo Chico-Maiz 2°-CAMPAÑA 22/23",452.5,55.5215,0,0,,,,CEREALES,Granos
Compra,176339,2023-07-27,2023-07-27,Cosecha,0930,"COS-PAS - 950","Campo Chico","General Capdevila","Lote 8","Maiz 2°",NULL,"Grano Maíz",491,2345,,"CAMPAÑA 22/23",80,80,29100,Kilos,0,NULL,0,,363.75,CCH-017,0,Propia,,Ha.,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Trigo,2023-07,,NULL,"Cosecha Gruesa",PESOS,PESOS,29100,29100,80,80,363.75,363.75,0,"HYH Outfitters S.A.",NULL,NULL,43,40,23,NULL,16,9,"Campo Chico-Maiz 2°-CAMPAÑA 22/23",363.75,44.6319,0,0,,,,CEREALES,Granos
Compra,174815,2023-07-22,2023-07-22,Cosecha,0909,"COS-PAS - 929","Campo Chico","General Capdevila","Lote 8","Maiz 2°",NULL,"Grano Maíz",491,2345,,"CAMPAÑA 22/23",80,80,246660,Kilos,0,NULL,0,,3083.25,CCH-016,0,Propia,,Ha.,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Trigo,2023-07,,NULL,"Cosecha Gruesa",PESOS,PESOS,246660,246660,80,80,3083.25,3083.25,0,"HYH Outfitters S.A.",NULL,NULL,43,40,23,NULL,16,9,"Campo Chico-Maiz 2°-CAMPAÑA 22/23",3083.25,378.3129,0,0,,,,CEREALES,Granos
Compra,176345,2023-07-27,2023-07-27,Cosecha,0932,"COS-PAS - 952","Campo Chico","General Capdevila","Lote 8","Maiz 2°",NULL,"Grano Maíz",491,2345,,"CAMPAÑA 22/23",80,80,223170,Kilos,0,NULL,0,,2789.62,CCH-019,0,Propia,,Ha.,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Trigo,2023-07,,NULL,"Cosecha Gruesa",PESOS,PESOS,223170,223170,80,80,2789.62,2789.62,0,"HYH Outfitters S.A.",NULL,NULL,43,40,23,NULL,16,9,"Campo Chico-Maiz 2°-CAMPAÑA 22/23",2789.625,342.2853,0,0,,,,CEREALES,Granos
Compra,174814,2023-07-22,2023-07-22,Cosecha,0908,"COS-PAS - 928","Campo Chico","General Capdevila","Lote 8","Maiz 2°",NULL,"Grano Maíz",491,2345,,"CAMPAÑA 22/23",80,80,95640,Kilos,0,NULL,0,,1195.5,CCH-015,0,Propia,,Ha.,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Trigo,2023-07,,NULL,"Cosecha Gruesa",PESOS,PESOS,95640,95640,80,80,1195.5,1195.5,0,"HYH Outfitters S.A.",NULL,NULL,43,40,23,NULL,16,9,"Campo Chico-Maiz 2°-CAMPAÑA 22/23",1195.5,146.6871,0,0,,,,CEREALES,Granos
